ACCEPT	Tamam
SUNGMAHEE_TOWER_MISSION_TYPE_STAIRS	Bir sonraki kata giden basamaklarý týrman!
SUNGMAHEE_TOWER_MISSION_TYPE_SURVIVE	Tüm saldýrýlarý savuþtur!
SUNGMAHEE_TOWER_MY_RANK_TITLE	Rütbe
SUNGMAHEE_TOWER_REWARD_INFO_TITLE	Ödüller
SYSTEMOPTION_TITLE	Sistem Seçenekleri
SYSTEM_CANNOT_CONTROL_AND_ESCAPTE	Serbest býrak
SYSTEM_CHANGE	Karakter Deðiþikliði
SYSTEM_EXIT	Oyun Sonu
SYSTEM_HELP	Yardým
SYSTEM_LOGOUT	Çýkýþ
SYSTEM_MALL	Nesne Market
SYSTEM_MOVE_CHANNEL	Kanal deðiþtir
SYSTEM_OPTION	Sistem Seçenekleri
TASKBAR_CHARACTER	Karakter
TASKBAR_CHAT	Sohbet Penceresi [Enter]
TASKBAR_COMMUNITY	Topluluk
TASKBAR_DISABLE	Devre dýþý
TASKBAR_DRAGON_SOUL	Ejderha Taþý Simyasý
TASKBAR_EXPAND	Paneli geniþlet
TASKBAR_INVENTORY	Envanter
TASKBAR_MESSENGER	Arkadaþlar [Alt+M]
TASKBAR_MONEY_EXPAND	Sermaye
TASKBAR_NEXT_QUICKSLOT	Sonraki Hýzlý Giriþ Alaný [Shift+Number, Alt]
TASKBAR_PET_INFO	Pet Bilgisi
TASKBAR_PREV_QUICKSLOT	Önceki Quickslot
TASKBAR_SYSTEM	Seçenekler[ESC]
TITLE_SYSTEM_UI_BUTTON_APPLY	Ünvan kuþan
TITLE_SYSTEM_UI_BUTTON_CLEAR	Çýkar
TITLE_SYSTEM_UI_CURRENT_TITLE	Donatýlan ünvan
TITLE_SYSTEM_UI_TITLE_LIST	Tüm ünvanlar
TITLE_SYSTEM_UI_WINDOW_NAME	Ünvan
TOTAL_RANKING	Toplam Sýralama Listesi
TREASURE_HUNT_EVENT_ACCUMULATE_COUNT	Tur
TREASURE_HUNT_EVENT_GOLD	Alýnan Doblonlar
TREASURE_HUNT_EVENT_RANKING_COUNT	Tur
TREASURE_HUNT_EVENT_RANKING_NAME	Ýsim
TREASURE_HUNT_EVENT_RANKING_RANK	Sýra
TREASURE_HUNT_EVENT_RANKING_TITLE	Hazine avý sýralamasý
TREASURE_HUNT_EVENT_REWARD_LIST	Ödüller
TREASURE_HUNT_EVENT_REWARD_LIST_ACCUMULATE_COUNT	Turlar
TREASURE_HUNT_EVENT_REWARD_LIST_TITLE	Tur ödülleri
TREASURE_HUNT_EVENT_TITLE	Hazine avý
VALENTINE_DAY_EVENT_CURRENT_COUNT	Mevcut miktar
VALENTINE_DAY_EVENT_MAX_COUNT	Maksimum miktar
VALENTINE_DAY_EVENT_TITLE	Sevgililer Günü Etkinliði - Genel Görünüm
VALENTINE_DAY_EVENT_USE_BUTTON	Bozdur
VALENTINE_DAY_EVENT_WRAP_BUTTON	Paketle
WARP_MI_LABEL	Saldýrýlan tapýnaða git
WEEKLY_RANKING	Haftalýk Sýralama Listesi
WHISPER_BAN	Engelle
WHISPER_NAME	Fýsýltý
WHISPER_REPORT	
WHISPER_SEND	Gönder
WORLD_BOSS_BREAK_TIME_TEXT	Soðuma süresi
WORLD_BOSS_MIN_DAMAGE_TEXT	Den. Minimum hasar
WORLD_BOSS_RANK	Dünya patronu rütbe listesi
WORLD_BOSS_RANKING_BUTTON	Rütbe listesi
WORLD_BOSS_RANK_EMPIRE	Krallýk
WORLD_BOSS_RANK_GUILD_NAME	Lonca
WORLD_BOSS_RANK_NAME	Ýsim
WORLD_BOSS_RANK_RANK	Rütbe
WORLD_BOSS_RANK_TIER	Ganimet seviyesi
WORLD_BOSS_RUN_TIME_TEXT	Savaþ süresi
WORLD_BOSS_TITLE	Dünya patronu maðlup edildi
WORLD_BOSS_TOTAL_DAMAGE_TEXT	Toplam hasar
WORLD_BUSS_REWARD_BUTTON	Ödülü teslim al
YES	Evet
ZONE_MAP	Genel Görünüm Haritasý
LOGIN_AUTOSAVE_TITLE	Hesap kaydet!
LOGIN_AUTOSAVE_LOGIN	Giriþ Yap
LOGIN_AUTOSAVE_SAVE	Kaydet
LOGIN_AUTOSAVE_DELETE	Sil
LOGIN_AUTOSAVE_ADVICE	Kayýtlý hesaplara kýsayol kullanarak da giriþ yapabilirsiniz! Örn.: F1
LOGIN_AUTOSAVE_HELP	Bilgilendirme
LOGIN_AUTOSAVE_NONE	Boþ
